00LU               20121204                                                                                   
0601LUC1+       20130101002345100000005000m0100044930001914   
0601LUC1+       20130101002350100000005000m0100045070001916   
0601LUC1+       20130101002355100000005000m0100045230001919   
0601LUC1+       20130101002360100000005000m0100045360001920   
0601LUC1+       20130101002365100000005000m0100045500001922   
0601LUC1+       20130101002370100000005000m0100045660001925   
0601LUC1+       20130101002375100000005000m0100045800001926   
0601LUC1+       20130101002380100000005000m0100045930001928   
0601LUC1+       20130101002385100000005000m0100046100001931   
0601LUC1+       20130101002390100000005000m0100046230001932   
0601LUC1+       20130101002395100000005000m0100046370001934   
0601LUC1+       20130101002400100000005000m0100046530001937   
0601LUC1+       20130101002405100000005000m0100046660001938   
0601LUC1+       20130101002410100000005000m0100046800001940   
0601LUC1+       20130101002415100000005000m0100046960001943   
0601LUC1+       20130101002420100000005000m0100047100001944   
0601LUC1+       20130101002425100000005000m0100047230001946   
0601LUC1+       20130101002430100000005000m0100047400001949   
0601LUC1+       20130101002435100000005000m0100047530001950   
0601LUC1+       20130101002440100000005000m0100047670001952   
0601LUC1+       20130101002445100000005000m0100047830001954   
0601LUC1+       20130101002450100000005000m0100047970001956   
0601LUC1+       20130101002455100000005000m0100048100001957   
0601LUC1+       20130101002460100000005000m0100048260001960   
0601LUC1+       20130101002465100000005000m0100048400001961   
0601LUC1+       20130101002470100000005000m0100048540001963   
0601LUC1+       20130101002475100000005000m0100048700001966   
0601LUC1+       20130101002480100000005000m0100048830001967   
0601LUC1+       20130101002485100000005000m0100048970001969   
0601LUC1+       20130101002490100000005000m0100049130001971   
0601LUC1+       20130101002495100000005000m0100049270001973   
0601LUC1+       20130101002500100000005000m0100049400001974   
0601LUC1+       20130101002505100000005000m0100049570001977   
0601LUC1+       20130101002510100000005000m0100049700001978   
0601LUC1+       20130101002515100000005000m0100049840001980   
0601LUC1+       20130101002520100000005000m0100050000001982   
0601LUC1+       20130101002525100000005000m0100050140001984   
0601LUC1+       20130101002530100000005000m0100050270001985   
0601LUC1+       20130101002535100000005000m0100050440001988   
0601LUC1+       20130101002540100000005000m0100050570001989   
0601LUC1+       20130101002545100000005000m0100050700001990   
0601LUC1+       20130101002550100000005000m0100050870001993   
0601LUC1+       20130101002555100000005000m0100051010001995   
0601LUC1+       20130101002560100000005000m0100051140001996   
0601LUC1+       20130101002565100000005000m0100051310001998   
0601LUC1+       20130101002570100000005000m0100051440002000   
0601LUC1+       20130101002575100000005000m0100051580002001   
0601LUC1+       20130101002580100000005000m0100051740002003   
0601LUC1+       20130101002585100000005000m0100051880002005   
0601LUC1+       20130101002590100000005000m0100052010002006   
0601LUC1+       20130101002595100000005000m0100052170002008   
0601LUC1+       20130101002600100000005000m0100052310002010   
0601LUC1+       20130101002605100000005000m0100052450002012   
0601LUC1+       20130101002610100000005000m0100052610002014   
0601LUC1+       20130101002615100000005000m0100052750002015   
0601LUC1+       20130101002620100000005000m0100052890002017   
0601LUC1+       20130101002625100000005000m0100053050002019   
0601LUC1+       20130101002630100000005000m0100053180002020   
0601LUC1+       20130101002635100000005000m0100053320002022   
0601LUC1+       20130101002640100000005000m0100053480002024   
0601LUC1+       20130101002645100000005000m0100053620002025   
0601LUC1+       20130101002650100000005000m0100053760002027   
0601LUC1+       20130101002655100000005000m0100053920002029   
0601LUC1+       20130101002660100000005000m0100054060002030   
0601LUC1+       20130101002665100000005000m0100054190002031   
0601LUC1+       20130101002670100000005000m0100054350002034   
0601LUC1+       20130101002675100000005000m0100054500002035   
0601LUC1+       20130101002680100000005000m0100054660002038   
0601LUC1+       20130101002685100000005000m0100054800002039   
0601LUC1+       20130101002690100000005000m0100054930002040   
0601LUC1+       20130101002695100000005000m0100055090002042   
0601LUC1+       20130101002700100000005000m0100055230002044   
0601LUC1+       20130101002705100000005000m0100055370002045   
0601LUC1+       20130101002710100000005000m0100055530002047   
0601LUC1+       20130101002715100000005000m0100055670002049   
0601LUC1+       20130101002720100000005000m0100055810002050   
0601LUC1+       20130101002725100000005000m0100055970002052   
0601LUC1+       20130101002730100000005000m0100056110002053   
0601LUC1+       20130101002735100000005000m0100056270002056   
0601LUC1+       20130101002740100000005000m0100056410002057   
0601LUC1+       20130101002745100000005000m0100056540002058   
0601LUC1+       20130101002750100000005000m0100056710002060   
0601LUC1+       20130101002755100000005000m0100056840002061   
0601LUC1+       20130101002760100000005000m0100056980002063   
0601LUC1+       20130101002765100000005000m0100057140002065   
0601LUC1+       20130101002770100000005000m0100057280002066   
0601LUC1+       20130101002775100000005000m0100057420002067   
0601LUC1+       20130101002780100000005000m0100057580002069   
0601LUC1+       20130101002785100000005000m0100057720002071   
0601LUC1+       20130101002790100000005000m0100057860002072   
0601LUC1+       20130101002795100000005000m0100058020002074   
0601LUC1+       20130101002800100000005000m0100058160002075   
0601LUC1+       20130101002805100000005000m0100058320002077   
0601LUC1+       20130101002810100000005000m0100058460002079   
0601LUC1+       20130101002815100000005000m0100058600002080   
0601LUC1+       20130101002820100000005000m0100058760002082   
0601LUC1+       20130101002825100000005000m0100058900002083   
0601LUC1+       20130101002830100000005000m0100059040002084   
0601LUC1+       20130101002835100000005000m0100059200002086   
0601LUC1+       20130101002840100000005000m0100059340002088   
0601LUC1+       20130101002845100000005000m0100059480002089   
0601LUC1+       20130101002850100000005000m0100059630002090   
0601LUC1+       20130101002855100000005000m0100059770002092   
0601LUC1+       20130101002860100000005000m0100059930002094   
0601LUC1+       20130101002865100000005000m0100060070002095   
0601LUC1+       20130101002870100000005000m0100060210002096   
0601LUC1+       20130101002875100000005000m0100060380002098   
0601LUC1+       20130101002880100000005000m0100060510002099   
0601LUC1+       20130101002885100000005000m0100060650002100   
0601LUC1+       20130101002890100000005000m0100060820002103   
0601LUC1+       20130101002895100000005000m0100060960002104   
0601LUC1+       20130101002900100000005000m0100061090002105   
0601LUC1+       20130101002905100000005000m0100061250002107   
0601LUC1+       20130101002910100000005000m0100061390002108   
0601LUC1+       20130101002915100000005000m0100061560002110   
0601LUC1+       20130101002920100000005000m0100061690002111   
0601LUC1+       20130101002925100000005000m0100061830002112   
0601LUC1+       20130101002930100000005000m0100061990002114   
0601LUC1+       20130101002935100000005000m0100062130002115   
0601LUC1+       20130101002940100000005000m0100062270002116   
0601LUC1+       20130101002945100000005000m0100062430002118   
0601LUC1+       20130101002950100000005000m0100062570002119   
0601LUC1+       20130101002955100000005000m0100062710002120   
0601LUC1+       20130101002960100000005000m0100062870002122   
0601LUC1+       20130101002965100000005000m0100063010002123   
0601LUC1+       20130101002970100000005000m0100063150002124   
0601LUC1+       20130101002975100000005000m0100063320002127   
0601LUC1+       20130101002980100000005000m0100063450002127   
0601LUC1+       20130101002985100000005000m0100063610002129   
0601LUC1+       20130101002990100000005000m0100063750002130   
0601LUC1+       20130101002995100000005000m0100063890002131   
0601LUC1+       20130101003000100000005000m0100064050002133   
0601LUC1+       20130101003005100000005000m0100064190002134   
0601LUC1+       20130101003010100000005000m0100064330002135   
0601LUC1+       20130101003015100000005000m0100064500002138   
0601LUC1+       20130101003020100000005000m0100064630002138   
0601LUC1+       20130101003025100000005000m0100064770002139   
0601LUC1+       20130101003030100000005000m0100064940002141   
0601LUC1+       20130101003035100000005000m0100065080002143   
0601LUC1+       20130101003040100000005000m0100065230002144   
0601LUC1+       20130101003045100000005000m0100065380002145   
0601LUC1+       20130101003050100000005000m0100065520002146   
0601LUC1+       20130101003055100000005000m0100065670002148   
0601LUC1+       20130101003060100000005000m0100065820002149   
0601LUC1+       20130101003065100000005000m0100065960002150   
0601LUC1+       20130101003070100000005000m0100066120002152   
0601LUC1+       20130101003075100000005000m0100066260002153   
0601LUC1+       20130101003080100000005000m0100066400002154   
0601LUC1+       20130101003085100000005000m0100066560002156   
0601LUC1+       20130101003090100000005000m0100066700002157   
0601LUC1+       20130101003095100000005000m0100066860002159   
0601LUC1+       20130101003100100000005000m0100067000002160   
0601LUC1+       20130101003105100000005000m0100067140002161   
0601LUC1+       20130101003110100000005000m0100067300002162   
0601LUC1+       20130101003115100000005000m0100067440002163   
0601LUC1+       20130101003120100000005000m0100067580002164   
0601LUC1+       20130101003125100000005000m0100067750002166   
0601LUC1+       20130101003130100000005000m0100067880002167   
0601LUC1+       20130101003135100000005000m0100068020002168   
0601LUC1+       20130101003140100000005000m0100068190002170   
0601LUC1+       20130101003145100000005000m0100068320002171   
0601LUC1+       20130101003150100000005000m0100068460002172   
0601LUC1+       20130101003155100000005000m0100068620002173   
0601LUC1+       20130101003160100000005000m0100068770002175   
0601LUC1+       20130101003165100000005000m0100068930002176   
0601LUC1+       20130101003170100000005000m0100069070002177   
0601LUC1+       20130101003175100000005000m0100069210002178   
0601LUC1+       20130101003180100000005000m0100069370002180   
0601LUC1+       20130101003185100000005000m0100069510002181   
0601LUC1+       20130101003190100000005000m0100069650002182   
0601LUC1+       20130101003195100000005000m0100069810002183   
0601LUC1+       20130101003200100000005000m0100069950002184   
0601LUC1+       20130101003205100000005000m0100070090002185   
0601LUC1+       20130101003210100000005000m0100070260002187   
0601LUC1+       20130101003215100000005000m0100070390002188   
0601LUC1+       20130101003220100000005000m0100070560002190   
0601LUC1+       20130101003225100000005000m0100070690002190   
0601LUC1+       20130101003230100000005000m0100070840002191   
0601LUC1+       20130101003235100000005000m0100071000002193   
0601LUC1+       20130101003240100000005000m0100071140002194   
0601LUC1+       20130101003245100000005000m0100071280002195   
0601LUC1+       20130101003250100000005000m0100071440002196   
0601LUC1+       20130101003255100000005000m0100071580002197   
0601LUC1+       20130101003260100000005000m0100071720002198   
0601LUC1+       20130101003265100000005000m0100071890002200   
0601LUC1+       20130101003270100000005000m0100072020002201   
0601LUC1+       20130101003275100000005000m0100072190002203   
0601LUC1+       20130101003280100000005000m0100072320002203   
0601LUC1+       20130101003285100000005000m0100072470002204   
0601LUC1+       20130101003290100000005000m0100072630002206   
0601LUC1+       20130101003295100000005000m0100072770002207   
0601LUC1+       20130101003300100000005000m0100072910002208   
0601LUC1+       20130101003305100000005000m0100073070002209   
0601LUC1+       20130101003310100000005000m0100073210002210   
0601LUC1+       20130101003315100000005000m0100073350002211   
0601LUC1+       20130101003320100000005000m0100073510002212   
0601LUC1+       20130101003325100000005000m0100073650002213   
0601LUC1+       20130101003330100000005000m0100073790002214   
0601LUC1+       20130101003335100000005000m0100073950002216   
0601LUC1+       20130101003340100000005000m0100074100002217   
0601LUC1+       20130101003345100000005000m0100074260002218   
0601LUC1+       20130101003350100000005000m0100074400002219   
0601LUC1+       20130101003355100000005000m0100074540002220   
0601LUC1+       20130101003360100000005000m0100074710002222   
0601LUC1+       20130101003365100000005000m0100074840002222   
0601LUC1+       20130101003370100000005000m0100074980002223   
0601LUC1+       20130101003375100000005000m0100075150002225   
0601LUC1+       20130101003380100000005000m0100075280002226   
0601LUC1+       20130101003385100000005000m0100075430002227   
0601LUC1+       20130101003390100000005000m0100075590002228   
0601LUC1+       20130101003395100000005000m0100075730002229   
0601LUC1+       20130101003400100000005000m0100075890002230   
0601LUC1+       20130101003405100000005000m0100076030002231   
0601LUC1+       20130101003410100000005000m0100076170002232   
0601LUC1+       20130101003415100000005000m0100076330002234   
0601LUC1+       20130101003420100000005000m0100076480002235   
0601LUC1+       20130101003425100000005000m0100076620002235   
0601LUC1+       20130101003430100000005000m0100076780002237   
0601LUC1+       20130101003435100000005000m0100076920002238   
0601LUC1+       20130101003440100000005000m0100077060002238   
0601LUC1+       20130101003445100000005000m0100077220002240   
0601LUC1+       20130101003450100000005000m0100077360002241   
0601LUC1+       20130101003455100000005000m0100077530002242   
0601LUC1+       20130101003460100000005000m0100077670002243   
0601LUC1+       20130101003465100000005000m0100077810002244   
0601LUC1+       20130101003470100000005000m0100077970002245   
0601LUC1+       20130101003475100000005000m0100078110002246   
0601LUC1+       20130101003480100000005000m0100078250002247   
0601LUC1+       20130101003485100000005000m0100078410002248   
0601LUC1+       20130101003490100000005000m0100078560002249   
0601LUC1+       20130101003495100000005000m0100078690002250   
0601LUC1+       20130101003500100000005000m0100078850002251   
0601LUC1+       20130101003505100000005000m0100079000002252   
0601LUC1+       20130101003510100000005000m0100079140002253   
0601LUC1+       20130101003515100000005000m0100079300002254   
0601LUC1+       20130101003520100000005000m0100079440002255   
0601LUC1+       20130101003525100000005000m0100079610002257   
0601LUC1+       20130101003530100000005000m0100079740002257   
0601LUC1+       20130101003535100000005000m0100079890002258   
0601LUC1+       20130101003540100000005000m0100080050002260   
0601LUC1+       20130101003545100000005000m0100080190002260   
0601LUC1+       20130101003550100000005000m0100080320002261   
0601LUC1+       20130101003555100000005000m0100080500002263   
0601LUC1+       20130101003560100000005000m0100080630002263   
0601LUC1+       20130101003565100000005000m0100080770002264   
0601LUC1+       20130101003570100000005000m0100080940002266   
0601LUC1+       20130101003575100000005000m0100081080002266   
0601LUC1+       20130101003580100000005000m0100081240002268   
0601LUC1+       20130101003585100000005000m0100081380002268   
0601LUC1+       20130101003590100000005000m0100081520002269   
0601LUC1+       20130101003595100000005000m0100081690002271   
0601LUC1+       20130101003600100000005000m0100081820002271   
0601LUC1+       20130101003605100000005000m0100081970002272   
0601LUC1+       20130101003610100000005000m0100082130002273   
0601LUC1+       20130101003615100000005000m0100082270002274   
0601LUC1+       20130101003620100000005000m0100082410002275   
0601LUC1+       20130101003625100000005000m0100082580002276   
0601LUC1+       20130101003630100000005000m0100082720002277   
0601LUC1+       20130101003635100000005000m0100082850002278   
0601LUC1+       20130101003640100000005000m0100083020002279   
0601LUC1+       20130101003645100000005000m0100083160002280   
0601LUC1+       20130101003650100000005000m0100083330002281   
0601LUC1+       20130101003655100000005000m0100083460002282   
0601LUC1+       20130101003660100000005000m0100083600002283   
0601LUC1+       20130101003665100000005000m0100083760002284   
0601LUC1+       20130101003670100000005000m0100083910002285   
0601LUC1+       20130101003675100000005000m0100084050002286   
0601LUC1+       20130101003680100000005000m0100084210002287   
0601LUC1+       20130101003685100000005000m0100084350002287   
0601LUC1+       20130101003690100000005000m0100084500002288   
0601LUC1+       20130101003695100000005000m0100084660002290   
0601LUC1+       20130101003700100000005000m0100084800002290   
0601LUC1+       20130101003705100000005000m0100084960002292   
0601LUC1+       20130101003710100000005000m0100085100002292   
0601LUC1+       20130101003715100000005000m0100085250002293   
0601LUC1+       20130101003720100000005000m0100085410002294   
0601LUC1+       20130101003725100000005000m0100085550002295   
0601LUC1+       20130101003730100000005000m0100085690002296   
0601LUC1+       20130101003735100000005000m0100085850002297   
0601LUC1+       20130101003740100000005000m0100086000002298   
0601LUC1+       20130101003745100000005000m0100086130002298   
0601LUC1+       20130101003750100000005000m0100086300002300   
0601LUC1+       20130101003755100000005000m0100086440002300   
0601LUC1+       20130101003760100000005000m0100086600002302   
0601LUC1+       20130101003765100000005000m0100086740002302   
0601LUC1+       20130101003770100000005000m0100086890002303   
0601LUC1+       20130101003775100000005000m0100087050002304   
0601LUC1+       20130101003780100000005000m0100087190002305   
0601LUC1+       20130101003785100000005000m0100087330002306   
0601LUC1+       20130101003790100000005000m0100087490002307   
0601LUC1+       20130101003795100000005000m0100087630002308   
0601LUC1+       20130101003800100000005000m0100087780002308   
0601LUC1+       20130101003805100000005000m0100087940002310   
0601LUC1+       20130101003810100000005000m0100088080002310   
0601LUC1+       20130101003815100000005000m0100088220002311   
0601LUC1+       20130101003820100000005000m0100088380002312   
0601LUC1+       20130101003825100000005000m0100088520002313   
0601LUC1+       20130101003830100000005000m0100088690002314   
0601LUC1+       20130101003835100000005000m0100088830002315   
0601LUC1+       20130101003840100000005000m0100088970002315   
0601LUC1+       20130101003845100000005000m0100089140002317   
0601LUC1+       20130101003850100000005000m0100089280002317   
0601LUC1+       20130101003855100000005000m0100089410002318   
0601LUC1+       20130101003860100000005000m0100089580002319   
0601LUC1+       20130101003865100000005000m0100089720002320   
0601LUC1+       20130101003870100000005000m0100089860002320   
0601LUC1+       20130101003875100000005000m0100090030002322   
0601LUC1+       20130101003880100000005000m0100090170002322   
0601LUC1+       20130101003885100000005000m0100090330002324   
0601LUC1+       20130101003890100000005000m0100090470002324   
0601LUC1+       20130101003895100000005000m0100090610002325   
0601LUC1+       20130101003900100000005000m0100090780002326   
0601LUC1+       20130101003905100000005000m0100090920002327   
0601LUC1+       20130101003910100000005000m0100091060002327   
0601LUC1+       20130101003915100000005000m0100091220002329   
0601LUC1+       20130101003920100000005000m0100091360002329   
0601LUC1+       20130101003925100000005000m0100091500002330   
0601LUC1+       20130101003930100000005000m0100091670002331   
0601LUC1+       20130101003935100000005000m0100091810002332   
0601LUC1+       20130101003940100000005000m0100091980002333   
0601LUC1+       20130101003945100000005000m0100092120002334   
0601LUC1+       20130101003950100000005000m0100092260002334   
0601LUC1+       20130101003955100000005000m0100092420002335   
0601LUC1+       20130101003960100000005000m0100092560002336   
0601LUC1+       20130101003965100000005000m0100092700002336   
0601LUC1+       20130101003970100000005000m0100092870002338   
0601LUC1+       20130101003975100000005000m0100093000002338   
0601LUC1+       20130101003980100000005000m0100093140002339   
0601LUC1+       20130101003985100000005000m0100093310002340   
0601LUC1+       20130101003990100000005000m0100093450002341   
0601LUC1+       20130101003995100000005000m0100093590002341   
0601LUC1+       20130101004000100002000000m0100000000002473   
0601LUC1+       20130101006000100002000000m0100000000002629   
0601LUC1+       20130101008000100002000000m0100000000002710   
0601LUC2+       20130101000000100000120000m0200000040000033   
0601LUC2+       20130101000120100000005000m0200000040000033   
0601LUC2+       20130101000125100000005000m0200000040000031   
0601LUC2+       20130101000130100000005000m0200000040000030   
0601LUC2+       20130101000135100000005000m0200000040000029   
0601LUC2+       20130101000140100000005000m0200000040000028   
0601LUC2+       20130101000145100000005000m0200000040000027   
0601LUC2+       20130101000150100000005000m0200000040000026   
0601LUC2+       20130101000155100000005000m0200000040000025   
0601LUC2+       20130101000160100000005000m0200000040000025   
0601LUC2+       20130101000165100000005000m0200000040000024   
0601LUC2+       20130101000170100000005000m0200000040000023   
0601LUC2+       20130101000175100000005000m0200000040000023   
0601LUC2+       20130101000180100000005000m0200000040000022   
0601LUC2+       20130101000185100000005000m0200000040000021   
0601LUC2+       20130101000190100000005000m0200000040000021   
0601LUC2+       20130101000195100000005000m0200000040000020   
0601LUC2+       20130101000200100000005000m0200000040000020   
0601LUC2+       20130101000205100000005000m0200000040000019   
0601LUC2+       20130101000210100000005000m0200000040000019   
0601LUC2+       20130101000215100000005000m0200000040000018   
0601LUC2+       20130101000220100000005000m0200000040000018   
0601LUC2+       20130101000225100000005000m0200000040000018   
0601LUC2+       20130101000230100000005000m0200000040000017   
0601LUC2+       20130101000235100000005000m0200000040000017   
0601LUC2+       20130101000240100000005000m0200000040000016   
0601LUC2+       20130101000245100000005000m0200000040000016   
0601LUC2+       20130101000250100000005000m0200000040000016   
0601LUC2+       20130101000255100000005000m0200000040000016   
0601LUC2+       20130101000260100000005000m0200000040000015   
0601LUC2+       20130101000265100000005000m0200000040000015   
0601LUC2+       20130101000270100000005000m0200000040000015   
0601LUC2+       20130101000275100000005000m0200000040000014   
0601LUC2+       20130101000280100000005000m0200000040000014   
0601LUC2+       20130101000285100000005000m0200000040000014   
0601LUC2+       20130101000290100000005000m0200000040000014   
0601LUC2+       20130101000295100000005000m0200000040000013   
0601LUC2+       20130101000300100000005000m0200000040000013   
0601LUC2+       20130101000305100000005000m0200000040000013   
0601LUC2+       20130101000310100000005000m0200000040000013   
0601LUC2+       20130101000315100000005000m0200000040000013   
0601LUC2+       20130101000320100000005000m0200000040000012   
0601LUC2+       20130101000325100000005000m0200000040000012   
0601LUC2+       20130101000330100000005000m0200000040000012   
0601LUC2+       20130101000335100000005000m0200000040000012   
0601LUC2+       20130101000340100000005000m0200000040000012   
0601LUC2+       20130101000345100000005000m0200000040000012   
0601LUC2+       20130101000350100000005000m0200000040000011   
0601LUC2+       20130101000355100000005000m0200000040000011   
0601LUC2+       20130101000360100000005000m0200000040000011   
0601LUC2+       20130101000365100000005000m0200000040000011   
0601LUC2+       20130101000370100000005000m0200000040000011   
0601LUC2+       20130101000375100000005000m0200000040000011   
0601LUC2+       20130101000380100000005000m0200000040000010   
0601LUC2+       20130101000385100000005000m0200000040000010   
0601LUC2+       20130101000390100000005000m0200000040000010   
0601LUC2+       20130101000395100000005000m0200000040000010   
0601LUC2+       20130101000400100000005000m0200000040000010   
0601LUC2+       20130101000405100000005000m0200000070000017   
0601LUC2+       20130101000410100000005000m0200000140000034   
0601LUC2+       20130101000415100000005000m0200000210000050   
0601LUC2+       20130101000420100000005000m0200000280000066   
0601LUC2+       20130101000425100000005000m0200000340000080   
0601LUC2+       20130101000430100000005000m0200000410000095   
0601LUC2+       20130101000435100000005000m0200000470000107   
0601LUC2+       20130101000440100000005000m0200000540000122   
0601LUC2+       20130101000445100000005000m0200000610000136   
0601LUC2+       20130101000450100000005000m0200000680000150   
0601LUC2+       20130101000455100000005000m0200000750000164   
0601LUC2+       20130101000460100000005000m0200000810000175   
0601LUC2+       20130101000465100000005000m0200000880000188   
0601LUC2+       20130101000470100000005000m0200000940000199   
0601LUC2+       20130101000475100000005000m0200001010000212   
0601LUC2+       20130101000480100000005000m0200001080000224   
0601LUC2+       20130101000485100000005000m0200001150000236   
0601LUC2+       20130101000490100000005000m0200001220000248   
0601LUC2+       20130101000495100000005000m0200001290000259   
0601LUC2+       20130101000500100000005000m0200001350000269   
0601LUC2+       20130101000505100000005000m0200001430000282   
0601LUC2+       20130101000510100000005000m0200001500000293   
0601LUC2+       20130101000515100000005000m0200001570000303   
0601LUC2+       20130101000520100000005000m0200001640000314   
0601LUC2+       20130101000525100000005000m0200001710000324   
0601LUC2+       20130101000530100000005000m0200001780000334   
0601LUC2+       20130101000535100000005000m0200001860000346   
0601LUC2+       20130101000540100000005000m0200001920000354   
0601LUC2+       20130101000545100000005000m0200001990000363   
0601LUC2+       20130101000550100000005000m0200002070000375   
0601LUC2+       20130101000555100000005000m0200002140000384   
0601LUC2+       20130101000560100000005000m0200002210000393   
0601LUC2+       20130101000565100000005000m0200002270000400   
0601LUC2+       20130101000570100000005000m0200002350000410   
0601LUC2+       20130101000575100000005000m0200002420000419   
0601LUC2+       20130101000580100000005000m0200002490000427   
0601LUC2+       20130101000585100000005000m0200002560000436   
0601LUC2+       20130101000590100000005000m0200002620000442   
0601LUC2+       20130101000595100000005000m0200002690000450   
0601LUC2+       20130101000600100000005000m0200002770000460   
0601LUC2+       20130101000605100000005000m0200002840000467   
0601LUC2+       20130101000610100000005000m0200002910000475   
0601LUC2+       20130101000615100000005000m0200002970000481   
0601LUC2+       20130101000620100000005000m0200003020000485   
0601LUC2+       20130101000625100000005000m0200003080000491   
0601LUC2+       20130101000630100000005000m0200003140000496   
0601LUC2+       20130101000635100000005000m0200003200000502   
0601LUC2+       20130101000640100000005000m0200003250000506   
0601LUC2+       20130101000645100000005000m0200003310000511   
0601LUC2+       20130101000650100000005000m0200003370000516   
0601LUC2+       20130101000655100000005000m0200003430000522   
0601LUC2+       20130101000660100000005000m0200003480000525   
0601LUC2+       20130101000665100000005000m0200003540000530   
0601LUC2+       20130101000670100000005000m0200003600000535   
0601LUC2+       20130101000675100000005000m0200003660000540   
0601LUC2+       20130101000680100000005000m0200003720000545   
0601LUC2+       20130101000685100000005000m0200003780000550   
0601LUC2+       20130101000690100000005000m0200003830000553   
0601LUC2+       20130101000695100000005000m0200003890000558   
0601LUC2+       20130101000700100000005000m0200003950000562   
0601LUC2+       20130101000705100000005000m0200004010000567   
0601LUC2+       20130101000710100000005000m0200004060000570   
0601LUC2+       20130101000715100000005000m0200004120000574   
0601LUC2+       20130101000720100000005000m0200004170000577   
0601LUC2+       20130101000725100000005000m0200004240000583   
0601LUC2+       20130101000730100000005000m0200004300000587   
0601LUC2+       20130101000735100000005000m0200004350000590   
0601LUC2+       20130101000740100000005000m0200004410000594   
0601LUC2+       20130101000745100000005000m0200004470000598   
0601LUC2+       20130101000750100000005000m0200004530000602   
0601LUC2+       20130101000755100000005000m0200004580000605   
0601LUC2+       20130101000760100000005000m0200004640000609   
0601LUC2+       20130101000765100000005000m0200004700000612   
0601LUC2+       20130101000770100000005000m0200004750000615   
0601LUC2+       20130101000775100000005000m0200004810000619   
0601LUC2+       20130101000780100000005000m0200004870000622   
0601LUC2+       20130101000785100000005000m0200004930000626   
0601LUC2+       20130101000790100000005000m0200004980000628   
0601LUC2+       20130101000795100000005000m0200005040000632   
0601LUC2+       20130101000800100000005000m0200005100000636   
0601LUC2+       20130101000805100000005000m0200005160000639   
0601LUC2+       20130101000810100000005000m0200005230000644   
0601LUC2+       20130101000815100000005000m0200005300000648   
0601LUC2+       20130101000820100000005000m0200005370000653   
0601LUC2+       20130101000825100000005000m0200005440000657   
0601LUC2+       20130101000830100000005000m0200005510000662   
0601LUC2+       20130101000835100000005000m0200005580000666   
0601LUC2+       20130101000840100000005000m0200005650000671   
0601LUC2+       20130101000845100000005000m0200005720000675   
0601LUC2+       20130101000850100000005000m0200005790000679   
0601LUC2+       20130101000855100000005000m0200005870000685   
0601LUC2+       20130101000860100000005000m0200005950000690   
0601LUC2+       20130101000865100000005000m0200006030000695   
0601LUC2+       20130101000870100000005000m0200006100000699   
0601LUC2+       20130101000875100000005000m0200006180000704   
0601LUC2+       20130101000880100000005000m0200006260000709   
0601LUC2+       20130101000885100000005000m0200006340000714   
0601LUC2+       20130101000890100000005000m0200006420000719   
0601LUC2+       20130101000895100000005000m0200006500000724   
0601LUC2+       20130101000900100000005000m0200006590000730   
0601LUC2+       20130101000905100000005000m0200006670000735   
0601LUC2+       20130101000910100000005000m0200006750000740   
0601LUC2+       20130101000915100000005000m0200006830000744   
0601LUC2+       20130101000920100000005000m0200006910000749   
0601LUC2+       20130101000925100000005000m0200007000000755   
0601LUC2+       20130101000930100000005000m0200007080000759   
0601LUC2+       20130101000935100000005000m0200007160000764   
0601LUC2+       20130101000940100000005000m0200007240000768   
0601LUC2+       20130101000945100000005000m0200007330000774   
0601LUC2+       20130101000950100000005000m0200007410000778   
0601LUC2+       20130101000955100000005000m0200007490000782   
0601LUC2+       20130101000960100000005000m0200007580000788   
0601LUC2+       20130101000965100000005000m0200007660000792   
0601LUC2+       20130101000970100000005000m0200007750000797   
0601LUC2+       20130101000975100000005000m0200007830000801   
0601LUC2+       20130101000980100000005000m0200007910000805   
0601LUC2+       20130101000985100000005000m0200008000000810   
0601LUC2+       20130101000990100000005000m0200008080000814   
0601LUC2+       20130101000995100000005000m0200008160000818   
0601LUC2+       20130101001000100000005000m0200008250000823   
0601LUC2+       20130101001005100000005000m0200008330000827   
0601LUC2+       20130101001010100000005000m0200008420000832   
0601LUC2+       20130101001015100000005000m0200008500000835   
0601LUC2+       20130101001020100000005000m0200008580000839   
0601LUC2+       20130101001025100000005000m0200008670000844   
0601LUC2+       20130101001030100000005000m0200008750000847   
0601LUC2+       20130101001035100000005000m0200008830000851   
0601LUC2+       20130101001040100000005000m0200008920000856   
0601LUC2+       20130101001045100000005000m0200009010000860   
0601LUC2+       20130101001050100000005000m0200009090000864   
0601LUC2+       20130101001055100000005000m0200009200000870   
0601LUC2+       20130101001060100000005000m0200009280000873   
0601LUC2+       20130101001065100000005000m0200009370000878   
0601LUC2+       20130101001070100000005000m0200009460000882   
0601LUC2+       20130101001075100000005000m0200009550000886   
0601LUC2+       20130101001080100000005000m0200009630000890   
0601LUC2+       20130101001085100000005000m0200009720000894   
0601LUC2+       20130101001090100000005000m0200009820000899   
0601LUC2+       20130101001095100000005000m0200009910000903   
0601LUC2+       20130101001100100000005000m0200009990000906   
0601LUC2+       20130101001105100000005000m0200010080000910   
0601LUC2+       20130101001110100000005000m0200010170000914   
0601LUC2+       20130101001115100000005000m0200010270000919   
0601LUC2+       20130101001120100000005000m0200010350000922   
0601LUC2+       20130101001125100000005000m0200010440000926   
